"행정구역","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_8세","2015년_계_9세","2015년_계_10세","2015년_계_11세","2015년_계_12세","2015년_계_13세"
"서울특별시 영등포구 여의동(1156054000)","33,649","1,787","341","321","282","286","301","256"
"서울특별시 영등포구 당산제1동(1156055000)","20,822","675","131","114","87","113","111","119"
"서울특별시 영등포구 당산제2동(1156056000)","35,544","1,436","287","239","218","245","230","217"
"서울특별시 영등포구 도림동(1156058500)","20,077","667","118","97","98","103","120","131"
"서울특별시 영등포구 문래동(1156060500)","31,867","1,954","371","358","330","308","311","276"
"서울특별시 영등포구 양평제1동(1156061000)","17,015","673","120","110","118","110","110","105"
"서울특별시 영등포구 양평제2동(1156062000)","21,958","1,106","193","182","177","202","178","174"
"서울특별시 영등포구 신길제1동(1156063000)","19,616","670","108","100","87","109","117","149"
"서울특별시 영등포구 신길제3동(1156065000)","15,021","674","112","114","97","108","119","124"
"서울특별시 영등포구 신길제4동(1156066000)","11,743","435","71","66","74","71","76","77"
"서울특별시 영등포구 신길제5동(1156067000)","14,903","605","96","106","100","95","112","96"
"서울특별시 영등포구 신길제6동(1156068000)","21,839","815","151","125","128","133","123","155"
"서울특별시 영등포구 신길제7동(1156069000)","14,829","842","143","132","126","160","148","133"
"서울특별시 영등포구 대림제1동(1156070000)","15,339","545","100","80","76","93","94","102"
"서울특별시 영등포구 대림제2동(1156071000)","14,509","487","83","86","75","84","77","82"
"서울특별시 영등포구 대림제3동(1156072000)","26,390","1,041","189","175","147","193","172","165"
"서울특별시 동작구 (1159000000)","400,641","17,581","3,123","2,892","2,695","2,981","2,949","2,941"
"서울특별시 동작구 노량진제1동(1159051000)","33,472","1,374","246","230","214","256","199","229"
"서울특별시 동작구 노량진제2동(1159052000)","14,184","412","63","62","59","75","84","69"
"서울특별시 동작구 상도제1동(1159053000)","47,157","2,094","440","417","322","319","304","292"
"서울특별시 동작구 상도제2동(1159054000)","24,465","1,019","197","153","153","170","175","171"
"서울특별시 동작구 상도제3동(1159055000)","25,077","946","161","156","136","158","155","180"
"서울특별시 동작구 상도제4동(1159056000)","29,734","1,226","232","198","202","207","202","185"
"서울특별시 동작구 흑석동(1159060500)","33,953","1,342","219","227","203","245","221","227"
"서울특별시 동작구 사당제1동(1159062000)","23,084","563","92","100","89","107","107","68"
"서울특별시 동작구 사당제2동(1159063000)","30,295","1,082","231","169","196","171","149","166"
"서울특별시 동작구 사당제3동(1159064000)","24,513","1,064","213","187","159","182","172","151"
"서울특별시 동작구 사당제4동(1159065000)","15,090","474","94","70","68","85","65","92"
"서울특별시 동작구 사당제5동(1159065100)","13,581","625","100","96","97","126","96","110"
"서울특별시 동작구 대방동(1159066000)","39,880","2,465","345","376","349","400","501","494"
"서울특별시 동작구 신대방제1동(1159067000)","24,934","1,604","249","241","242","273","300","299"
"서울특별시 동작구 신대방제2동(1159068000)","21,222","1,291","241","210","206","207","219","208"
"서울특별시 관악구 (1162000000)","509,663","18,825","3,287","3,028","3,003","3,102","3,174","3,231"
"서울특별시 관악구 보라매동(1162052500)","25,678","978","165","147","174","159","156","177"
"서울특별시 관악구 청림동(1162054500)","17,000","850","158","131","140","160","135","126"
"서울특별시 관악구 성현동(1162056500)","34,066","2,062","366","308","325","320","365","378"
"서울특별시 관악구 행운동(1162057500)","29,793","843","159","146","142","129","132","135"
"서울특별시 관악구 낙성대동(1162058500)","17,449","589","113","106","101","93","87","89"
"서울특별시 관악구 청룡동(1162059500)","29,045","909","176","127","145","155","168","138"
"서울특별시 관악구 은천동(1162060500)","35,861","1,730","333","304","268","288","284","253"
"서울특별시 관악구 중앙동(1162061500)","14,795","405","61","66","66","82","65","65"
"서울특별시 관악구 인헌동(1162062500)","27,730","1,097","166","181","179","183","200","188"
"서울특별시 관악구 남현동(1162063000)","18,307","538","119","89","85","84","73","88"
"서울특별시 관악구 서원동(1162064500)","23,241","472","81","79","70","78","72","92"
"서울특별시 관악구 신원동(1162065500)","18,928","611","95","100","100","96","107","113"
"서울특별시 관악구 서림동(1162066500)","24,851","655","113","111","108","109","111","103"
"서울특별시 관악구 신사동(1162068500)","23,611","838","125","149","121","143","144","156"
"서울특별시 관악구 신림동(1162069500)","19,625","266","45","37","46","39","44","55"
"서울특별시 관악구 난향동(1162071500)","17,113","1,018","218","172","171","155","150","152"
"서울특별시 관악구 조원동(1162072500)","17,950","597","90","114","106","96","99","92"
"서울특별시 관악구 대학동(1162073500)","22,958","535","95","85","90","78","95","92"
"서울특별시 관악구 삼성동(1162074500)","27,978","1,125","180","165","169","194","202","215"
"서울특별시 관악구 미성동(1162076500)","33,371","1,456","241","218","218","239","263","277"
"서울특별시 관악구 난곡동(1162077500)","30,313","1,251","188","193","179","222","222","247"
"서울특별시 서초구 (1165000000)","446,764","26,740","4,594","4,189","4,108","4,555","4,721","4,573"
"서울특별시 서초구 서초1동(1165051000)","21,129","1,097","197","197","171","177","182","173"
"서울특별시 서초구 서초2동(1165052000)","21,119","1,199","224","181","191","201","208","194"
"서울특별시 서초구 서초3동(1165053000)","30,154","1,234","186","177","179","197","253","242"
"서울특별시 서초구 서초4동(1165053100)","28,772","2,462","423","410","372","442","432","383"
"서울특별시 서초구 잠원동(1165054000)","33,770","2,352","384","359","345","420","432","412"
"서울특별시 서초구 반포본동(1165055000)","13,249","1,287","147","169","174","221","300","276"
"서울특별시 서초구 반포1동(1165056000)","30,466","1,950","407","303","298","338","325","279"
"서울특별시 서초구 반포2동(1165057000)","19,767","1,873","330","283","289","313","344","314"
"서울특별시 서초구 반포3동(1165058000)","20,863","1,643","271","272","259","270","279","292"
"서울특별시 서초구 반포4동(1165058100)","20,193","1,340","222","226","231","228","222","211"
"서울특별시 서초구 방배본동(1165059000)","21,915","1,539","224","219","235","286","295","280"
"서울특별시 서초구 방배1동(1165060000)","17,385","649","131","103","80","110","95","130"
"서울특별시 서초구 방배2동(1165061000)","28,122","1,119","182","159","175","173","214","216"
"서울특별시 서초구 방배3동(1165062000)","24,267","1,063","159","164","146","183","194","217"
"서울특별시 서초구 방배4동(1165062100)","26,108","1,530","227","188","227","261","323","304"
"서울특별시 서초구 양재1동(1165065100)","47,463","2,675","563","497","457","420","360","378"
"서울특별시 서초구 양재2동(1165065200)","23,375","972","176","147","152","183","148","166"
"서울특별시 서초구 내곡동(1165066000)","18,647","756","141","135","127","132","115","106"
"서울특별시 강남구 (1168000000)","576,495","30,767","4,949","4,543","4,523","5,219","5,816","5,717"
"서울특별시 강남구 신사동(1168051000)","18,303","961","140","135","145","154","194","193"
"서울특별시 강남구 논현1동(1168052100)","24,765","525","87","88","85","75","84","106"
"서울특별시 강남구 논현2동(1168053100)","22,785","744","132","132","96","114","140","130"
"서울특별시 강남구 압구정동(1168054500)","28,569","1,745","311","302","263","287","320","262"
"서울특별시 강남구 청담동(1168056500)","30,828","1,592","311","245","235","295","241","265"
"서울특별시 강남구 삼성1동(1168058000)","15,179","641","95","104","83","133","98","128"
"서울특별시 강남구 삼성2동(1168059000)","31,105","1,938","350","291","279","357","348","313"
"서울특별시 강남구 대치1동(1168060000)","23,179","2,400","282","286","336","422","566","508"
"서울특별시 강남구 대치2동(1168061000)","42,339","2,703","324","317","353","433","649","627"
"서울특별시 강남구 대치4동(1168063000)","21,341","898","106","129","130","155","195","183"
"서울특별시 강남구 역삼1동(1168064000)","35,477","729","131","121","108","115","118","136"
"서울특별시 강남구 역삼2동(1168065000)","35,997","2,610","382","379","396","436","493","524"
"서울특별시 강남구 도곡1동(1168065500)","22,543","1,206","201","204","178","199","219","205"
"서울특별시 강남구 도곡2동(1168065600)","35,163","2,510","376","374","383","435","452","490"
"서울특별시 강남구 개포1동(1168066000)","21,625","822","140","101","114","140","160","167"
"서울특별시 강남구 개포2동(1168067000)","27,270","1,376","215","213","225","223","245","255"
"서울특별시 강남구 개포4동(1168069000)","21,944","1,030","159","158","148","187","189","189"
"서울특별시 강남구 세곡동(1168070000)","43,108","2,620","586","437","396","436","403","362"
"서울특별시 강남구 일원본동(1168072000)","25,314","1,945","309","268","308","341","372","347"
"서울특별시 강남구 일원1동(1168073000)","17,465","711","114","127","92","114","132","132"
"서울특별시 강남구 일원2동(1168074000)","16,566","738","130","94","109","116","149","140"
"서울특별시 강남구 수서동(1168075000)","15,630","323","68","38","61","52","49","55"
"서울특별시 송파구 (1171000000)","660,302","35,526","6,100","5,623","5,421","5,980","6,224","6,178"
"서울특별시 송파구 풍납1동(1171051000)","17,722","711","125","107","107","135","120","117"
"서울특별시 송파구 풍납2동(1171052000)","27,063","1,419","240","222","253","238","234","232"
"서울특별시 송파구 거여1동(1171053100)","15,087","855","161","123","127","162","140","142"
"서울특별시 송파구 거여2동(1171053200)","23,951","1,351","224","198","226","246","216","241"
"서울특별시 송파구 마천1동(1171054000)","23,001","1,164","200","176","178","197","194","219"
"서울특별시 송파구 마천2동(1171055000)","21,455","910","153","146","129","143","190","149"
"서울특별시 송파구 방이1동(1171056100)","16,465","933","130","149","127","157","200","170"
"서울특별시 송파구 방이2동(1171056200)","25,434","786","148","130","126","120","126","136"
"서울특별시 송파구 오륜동(1171056600)","19,978","1,614","249","251","218","247","315","334"
"서울특별시 송파구 오금동(1171057000)","37,104","1,645","259","237","265","269","291","324"
"서울특별시 송파구 송파1동(1171058000)","26,608","944","149","143","156","151","164","181"
"서울특별시 송파구 송파2동(1171059000)","22,036","1,186","188","176","179","196","205","242"
"서울특별시 송파구 석촌동(1171060000)","34,669","1,418","246","239","215","240","230","248"
"서울특별시 송파구 삼전동(1171061000)","33,889","1,303","224","203","197","202","249","228"
"서울특별시 송파구 가락본동(1171062000)","28,488","1,212","202","174","182","204","207","243"
"서울특별시 송파구 가락1동(1171063100)","950","43","5","6","10","6","6","10"
"서울특별시 송파구 가락2동(1171063200)","35,217","2,377","387","378","340","425","449","398"
"서울특별시 송파구 문정1동(1171064100)","21,829","950","165","152","138","164","173","158"
"서울특별시 송파구 문정2동(1171064200)","18,738","789","140","138","111","138","137","125"
"서울특별시 송파구 장지동(1171064600)","35,738","2,045","357","334","319","348","340","347"
"서울특별시 송파구 위례동(1171064700)","12,030","993","230","183","150","142","149","139"
"서울특별시 송파구 잠실본동(1171065000)","30,105","1,048","179","139","151","193","193","193"
"서울특별시 송파구 잠실2동(1171067000)","36,924","3,900","650","625","590","698","676","661"
"서울특별시 송파구 잠실3동(1171068000)","36,891","2,332","450","378","383","362","391","368"
"서울특별시 송파구 잠실4동(1171069000)","30,803","1,936","406","361","298","329","291","251"
"서울특별시 송파구 잠실6동(1171071000)","17,705","1,047","146","143","155","179","223","201"
"서울특별시 송파구 잠실7동(1171072000)","10,422","615","87","112","91","89","115","121"
"서울특별시 강동구 (1174000000)","458,658","22,683","3,931","3,583","3,379","3,788","3,987","4,015"
"서울특별시 강동구 강일동(1174051500)","33,886","2,737","610","481","375","418","429","424"
"서울특별시 강동구 상일동(1174052000)","24,364","1,186","133","173","184","207","259","230"
